tab 	sites
age	age_sigma	age_unit	citations	dir_alpha95	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_total_samples	dir_tilt_correction	geologic_classes	geologic_types	groups	lat	lithologies	location	lon	method_codes	result_quality	result_type	site	vgp_dm	vgp_dp	vgp_lat	vgp_lon
181.1	1.0	Ma	10.1002/2016JB013354	3.6	349.7	-45.0	233.8	8	8	0	Igneous:Extrusive	Lava Flow	<NA>	-28.7687	Basalt	Moteng Pass	28.5067	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	b	i	MP08	4.553679830642466	2.880000000000001	80.61886754543983	309.65442632416546
181.1	1.0	Ma	10.1002/2016JB013354	2.5	155.8	66.5	498.8	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM1	-28.7651	Basalt	Moteng Pass	28.5034	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MG03	4.1141431149401875	3.385234714041951	-62.597842267846495	64.26907116562592
181.1	1.0	Ma	10.1002/2016JB013354	3.3	159.2	63.5	278.3	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM1	-28.7641	Basalt	Moteng Pass	28.4988	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP06	5.222203040030324	4.132030998682114	-66.83551244162464	68.09819201405863
181.1	1.0	Ma	10.1002/2016JB013354	6.6	162.8	64.2	103.4	6	8	0	Igneous:Extrusive	Lava Flow	DG-OM1	-28.7633	Basalt	Moteng Pass	28.4991	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MG02	10.540527859953956	8.416873300489813	-68.12743681993037	61.98470309811964
181.1	1.0	Ma	10.1002/2016JB013354	3.2	156.9	64.2	305.0	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM1	-28.7616	Basalt	Moteng Pass	28.4943	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MG01	5.110558962401918	4.080908266904152	-65.01257472710259	68.70390809332389
181.1	1.0	Ma	10.1002/2016JB013354	2.4	180.6	51.5	532.7	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM2	-28.7624	Basalt	Moteng Pass	28.4931	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP05	3.26404251654073	2.2195778228719885	-86.57030220335734	19.970614510034263
181.1	1.0	Ma	10.1002/2016JB013354	6.4	158.4	70.8	110.8	6	6	0	Igneous:Extrusive	Lava Flow	DG-OM3	-28.7635	Basalt	Moteng Pass	28.4908	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP04	11.122196836384528	9.664317380256408	-59.39330172707786	52.898366250383845
181.1	1.0	Ma	10.1002/2016JB013354	1.9	158.9	74.5	994.5	7	7	0	Igneous:Extrusive	Lava Flow	DG-OM3	-28.7635	Basalt	Moteng Pass	28.4908	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP03	3.448495873331055	3.129506260100344	-54.833793666314904	46.13900065736602
181.1	1.0	Ma	10.1002/2016JB013354	11.1	147.9	73.1	40.4	8	8	0	Igneous:Extrusive	Lava Flow	<NA>	-28.7601	Basalt	Moteng Pass	28.4842	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	b	i	MP02	19.828358832179116	17.710081710705214	-52.827669853426	55.6592746135095
181.1	1.0	Ma	10.1002/2016JB013354	3.7	150.6	75.0	226.6	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM3	-28.76	Basalt	Moteng Pass	28.4836	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP01	6.752539072599407	6.161727557700225	-51.705565887019496	50.45691836218829
